title,date,run_time,genre,rating,introduction,director,stars,num_votes
Farradday,2023-07-31,90,Thriller,,"A pumped up, thrill happy ride about a fading Glasgow theatre performer who is stalked by a maniac.",Ankur Pajni,Ravi Dubey,
Air Mata Di Ujung Sajadah,2023-07-31,,Drama,,"Aqilla gave birth to a baby from a marriage that was not approved by Halimah, her mother. After Aqilla's husband dies in an accident, Halimah lies to Aqilla that her baby died at birth. ...",Key Mangunsong,"Fedi Nuril, Citra Kirana, Titi Kamal, Krisjiana Baharuddin",
The Last Video Store,2023-07-31,,"Comedy, Drama",,"After a beach-side video rental store is robbed, the owner installs security cameras store wide. Unbeknownst to the staff, the owner uses the cameras to capture an emerging love story ...",Brian Vining,"Dean Mayer, Phillip Avalon, Lainey Baldwin, Peter Kent",
El extraño caso del fantasma claustrofóbico,2023-07-31,,Fantasy,,Follows a teenager who claims that there is an entity in his closet.,Alejandro Sugich,"Lukas Urquijo, Danae Reynaud, Gregorio Urquijo, Ana Emilia",
Sheela,2023-07-31,,Thriller,,"Sheela, a young woman who travels to Kerala in search of answers to a serious situation that occurs in Beng",Balu Narayanan,"Riyaz Khan, Avinash, Ragini Dwivedi, Chitra Shenoy",
Estella's Revenge,2023-07-31,,"Horror, Thriller",,"From ""The Farm"" to ""Estella's Revenge"" and ending in ""The End Was Then"", the horrors unleashed by the Dawsons take their toll on both the family and inhabitants of Dawson Falls, Ohio. The Modern Trilogy of The Ghost Walk Saga.","Carlos Dunn, Steve Olander","Lynn Lowry, Eileen Dietz, Angela Duggins, Rick Montgomery Jr.",
Dangerous Mission,2023-07-31,143,Thriller,,"A woman was robbed of her glory after she dropped her goal to help her friend achieve hers, then she embarked on a revenge journey using her boyfriend as bait to get money from her friend. ...",Teco Benson,"Bimbo Akintola, Femi Branch, Wole Ojo, Claret Onukogu",
Armas blancas,2023-07-31,73,Drama,,"Valeria is 10 years old. She lives with her parents and her teenage brother in a residential complex with a pool. In one summer she will get pulled away from her best friend Sabina, she ...",Mariana Musalem Ramos,"Antonio Viña, Andrew Leland Rogers, Sonia Franco, Mónica Bejarano",
The Fallen,2023-07-31,,Horror,,"College dropout Evelyn Clark has had quite a run of bad luck. Recently laid off from work and suffering the sudden onset of MS, she experiences a crisis of faith. Enter Alastor. The ...",Earl Stanson,"Christopher Fung, Devyn Voss",
Galaxy Writer,2023-07-31,,Drama,,"One script, two screenwriters, three revisions, four seasons change, five flavors mixed. According to legend, during the early years of the Ming Dynasty, General Chang Yuchun headed north ...","Kuo Li, Dandan Shan","Wenjun He, Fei Li, Muzi Song",
Re Sou,2023-07-31,,Drama,,"Chen Miao, an editor in chief of a grassroots journalism platform, encountered a series of follow-up events after publishing a popular article.",Yukun Xin,"Dongyu Zhou, Yang Song, Hong Yuan, Wang Hao",
Heartless Outlaws,2023-07-31,,Western,,,Felicia Rivers,"Elaine Aikens, Jasmine Pilgrim, Dejia McCowan, Bee Badd",
Too Much Movie,2023-07-31,132,Thriller,,,Saleem Murad,"Arbaaz Khan, Asif Khan, Jahangir Khan",
Whistling Kate,2023-07-31,,Action,,"A lone-wolf female US Marshal is attacked by her former lover and notorious bandit, she miraculously rallies a band of crack-shot women in order to stop a GOLD HEIST.",,,
Like Winds Like Weeds,2023-07-31,109,Drama,,,Zhang Fan,Ke-Yu Guo,
Agreste,2023-07-31,105,"Drama, Romance",,A story of love and intolerance in the Brazilian hinterlands.,"Sergio Roizenblit, Ricardo Mordoch","Aury Porto, Badu Morais, Luci Pereira, Jaedson Bahia",
Bao yu guo jing,2023-07-31,,Drama,,,Hai Xiao,"Pengfei Yu, Jingru Zheng",
No Distance,2023-07-31,,Drama,,,Ryan He,"Ma Han, Yuying Hu",
El canto de las moscas,2023-07-31,,"Drama, History",,,Ricardo Soto,"Alberto Trujillo, Isabella Valera, Itzel Enciso",
The Kidnapping,2023-07-31,,Drama,,"Twenty years ago, Ren Shengli fell in love with Shi Junxia from the same village, but was falsely accused of rape by Shi's mother and sentenced to 20 years in prison. The story begins when ...",Yichun Wang,"Jiayan Chen, Jin Chen, Weixin Chen, Lily Ji",
Zui hao de xiang yu,2023-07-31,,Drama,,,Zhichao Ha,"Janine Chun-Ning Chang, Roy Chiu, Peiyao Jiang, Kim Scar",
Fate of the Moonlight,2023-07-31,,Drama,,,Tian Qin,Haipeng Xu,
Qu ma chang,2023-07-31,,Drama,,,Xin Nan,"Jingjing Jiang, Xin Nan, Kaili Yang, Ziqi Yin",
Chuan yue mo gui cheng,2023-07-31,,Drama,,,Songyun Han,"Yitian Hai, Dujuan He, Shuang Hong, Xin Kan",
Lockdown Lovers,2023-07-31,,Drama,,"Set in Melbourne, Australia during the early days of the COVID-19 pandemic, Kristal (Kate Mayhew) is enjoying the last few days of her trip to Australia when she meets Lisette (Stevie ...",Ric Forster,"Kate Mayhew, Stevie McKeon, Lin Yin, Hannah Brooke",
"Always, Lola",2023-08-01,87,Drama,,"After popular high school senior Lola dies, her five best friends, now college aged, reunite on their annual camping trip, only to discover murky secrets around her death that threaten to damage both her memory and their friend group.",Jeffrey Crane Graham,"Roxy Striar, Corrinne Mica, Jacob Kaufman, Candice Cruz",
I Am Rage,2023-08-01,89,Action,,"An ancient cult embroiled in a sinister blood trade makes the deadly mistake of abducting a young woman with a violent, shocking past.",David Ryan Keith,"Hannaj Bang Bendz, Marta Svetek, Antonia Whillans, Derek Nelson",
The Killing of Billy the Kid,2023-08-01,,Western,,Buffalo hunter turned Sheriff Pat Garrett devises a plan to track down and kill the infamous Billy the Kid.,Brett Bentman,"Thom Hallum, Andrea Zirio, Tom Zembrod, Robert Keith",
When Girls Ride,2023-08-01,,"Action, Drama",,"When Samantha leaves the south to have a fresh start with her husband, she ends up meeting two biker girls named Raquel and Tammy. The three women grow close and decide to start their own ...",Mark K. Buddington,"Sexxy Lexxy, Deja Blaise, Alfred E. Rutherford, Miya Golden",
Las hijas de Danao,2023-08-01,,"Crime, Thriller",,"During rehearsals for the opera ""Les Danaïdes"", a soprano receives an anonymous threat. Coinciding with important riots in the Parisian street. A mystery around Salieri's famous opera.",Fran Kapilla,"Paco Roma, Fran Millán, Beatriz Rico, Susanna Pauw",
Iki Iyi Iki Kotu Bes Adam,2023-08-01,,Drama,,"Commissioner Okan is very excited and happy when he returns to his newly appointed hometown with his beloved wife Lale and son Mert. However, a great tragedy occurs on the first day they ...",Mehmet Tanrisever,"Tarik Tanrisever, Cahit Kayaoglu, Coskun Turan, Cemil Feyiz",
You Should Have Killed Me,2023-08-01,74,Crime,,"You Should Have Killed Me is a story of revenge, sacrifice, and ultimately justice - Or so we hope.",Michael Minard,"Vern Coonfare, Mitchell Dean, Megan Frankovich, Patrick Gimm",
Herr Berger sucht einen Sohn,2023-08-01,,Comedy,,"If you do not have children, organize them .","Thomas Goersch, Chris Helmholz","Thomas Goersch, Alexander Tuschinski, Sabrina Arnds, Manoush",
Camp Smokey,2023-08-01,,Horror,,"A 13 year old boy is chased out of Camp Smokey by a group of crazed monsters that wipes out the entire camp within minutes. Never rescued, the boy grows up to be a man in the forest, and ...","Vinnie Vineyard, Luke Walker","Luke Walker, Brittany Brooks, Kandi Thompson, Vinnie Vineyard",
Hombres hay muchos,2023-08-01,80,Comedy,,"After finding out that her husband is cheating on her, this not-actually-dumb blonde will travel to Cancún to catch him in action. The #1 goal: to win the divorce battle and be compensated ...",Heruz Argenis,"Christian de la Campa, Malillany Marín, Palmeira Cruz",
The World is a Beautiful Place and I am Not Afraid to Die,2023-08-01,90,"Comedy, Drama",,"THOMAS, a quintessential aging virgin decides to attend his high school reunion to win the heart of a girl who never knew he existed. He recruits his two childhood friends to accompany him:...",Joe Bizarro,"Damien D. Smith, Dave Casella, Matthew Teardrop, Samantha Dalton",
Commandeered,2023-08-01,,Crime,,,Mann Robinson,,
The Lone Wolf,2023-08-01,,"Comedy, Drama, Thriller",,A lonely widower embarks on a road trip to find his estranged son; bringing with him the remains of his recently deceased ex-wife.,Troy McCall,,
The Have Not,2023-08-01,80,Drama,,,Alex Cherney,"Jessica-Brittany Smith, Duke Williams",
Njel de Mesa's Kabit Killer,2023-08-01,,Comedy,,"Kiki is a seemingly happy plain housewife but underneath this veneer, she has taken an advocacy to rid the earth of mistresses. She gets discreet referrals and contracts from legal wives to straight-up end the lives of mistresses.",Njel De Mesa,"Arci Muñoz, Cay Kuijpers, Shaneley Santos, Jan Christine Reyes",
Cá Mập Siêu Bạo Chúa 2: Vực Sâu,2023-08-02,116,"Action, Adventure, Horror",,Plot unknown. Sequel to the 2018 film 'The Meg.',Ben Wheatley,"Jason Statham, Jing Wu, Sienna Guillory, Cliff Curtis",
Yannick,2023-08-02,64,Comedy,,"In the middle of a performance of the play ""Le Cocu"", a very bad boulevard, Yannick gets up and interrupts the show to take the evening back in hand.",Quentin Dupieux,"Raphaël Quenard, Pio Marmaï, Blanche Gardin, Félix Bossuet",
Lousy Carter,2023-08-02,80,Comedy,,A grim diagnosis prompts a middle-aged literature professor to live a little more dangerously.,Bob Byington,"David Krumholtz, Martin Starr, Olivia Thirlby, Jocelyn DeBoer",
Deo mun,2023-08-02,,"Adventure, Drama, Scifi",,A man is left in space due to an unfortunate accident while another man on Earth struggles to bring him back safely.,Yong-hwa Kim,"Sol Kyung-gu, Kyung-soo Do, Kim Hee-ae, Jo Han-chul",
Soulcatcher,2023-08-02,98,"Action, Adventure, Thriller",,A military contractor hired to seize a weapon that turns people into savage killers seeks revenge when his brother falls victim to the device.,Daniel Markowicz,"Piotr Witkowski, Jacek Koman, Jacek Poniedzialek, Mariusz Bonaszewski",
Dammi,2023-08-02,16,,,Plot under wraps.,Yann Demange,"Riz Ahmed, Isabelle Adjani, Souheila Yacoub, Sandor Funtek",
Ransomed,2023-08-02,,"Action, Drama",,"A young diplomat is assigned the task of carrying the ransom money to rescue an abducted diplomat in Lebanon, and a local taxi driver accidently gets involved in the mission.",Seong Hun Kim,"Ha Jung-woo, Ju Ji-Hoon, Anas El Baz, Nisrine Adam",
The Falling Star,2023-08-02,98,"Mystery, Thriller",,"A former activist who's been a fugitive for 35 years, and works as a bartender. Boris' past finally catches up with him when a mysterious stranger appears at the bar, armed and wanting reveng","Dominique Abel, Fiona Gordon","Dominique Abel, Fiona Gordon, Bruno Romy, Philippe Martz",
Les Blagues de Toto 2 - Classe Verte,2023-08-02,,Family,,,Pascal Bourdiaux,"Barbara Bolotner, Pauline Clément, Guillaume de Tonquédec, Valérie Karsenti",
Awful life of Violy: The sequel,2023-08-02,,"Animation, Adventure, Comedy",,"Violy, Jahari, Boris The Teeth Guy, and Christo are trying to defeat someone who stole the uranium from a lab on a plane for their Underground Secret Collider. their parents are trying to ...",Michael Börissyuk,"Dhar Mann, Kaido Lee Roberts, Hailey Gray, Daniel Fuenmayor Ledesma",
Oda Vittu Sudalama,2023-08-02,,Thriller,,"Selvam, an Auto Driver, Travelling by a Car to Coimbatore on a Purpose of Delivering It to a Client. On the Way, He Has Got to Pick Up Some Crew, Who Tell Him That They Are Going to Deliver Some Unofficial Stuff to Somebody in Coimbatore.",Mv Jijesh,"Yugan Raj, Pathmaa Gopika, Vineeth Mohan, Maheshwar",
Met Summer Encore: Il Trovatore,2023-08-02,,,,,,,
On dirait la planète mars,2023-08-02,,Comedy,,,Stéphane Lafleur,"Fabiola Nyrva Aladin, Larissa Corriveau, Steve Laplante",
Shinrei Yami Douga 80,2023-08-02,50,Horror,,"80th installment in the ""Shinrei Yami Douga"" series, the successor to ""Yami Douga"".",Takao Daimon,,
Til Death Do Us Part,2023-08-03,,Thriller,,"After bailing on her wedding, a former bride-to-be must fight off her ex-groom and seven angry killer groomsmen in order to survive the night.",Timothy Woodward Jr.,"Cam Gigandet, Jason Patric, Natalie Burn, Orlando Jones",
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,2023-08-03,128,"Action, Comedy, Fantasy",,"Bullied by his boss, worked around the clock, he's nothing more than a corporate drone. All it takes is a zombie outbreak for him to finally feel alive.",Yûsuke Ishida,"Eiji Akaso, Mai Shiraishi, Shuntarô Yanagi, Kazuki Kitamura",
The Hiding Place,2023-08-03,153,Biography,,"Corrie Ten Boom and her family risk everything to hide Jewish refugees by the hundreds, and they ultimately face the consequences when they are discovered.",Laura Matula,"Nan Gurley, John Schuck, Carrie Tillis",
El Apartamento,2023-08-03,87,Horror,,"A man wakes up disoriented, with little memory of his last days in his own apartment; shortly after he finds his door covered in chains and locks. After several violent attempts and ...",Michael Kovich Jr.,"Bruno Sosa Bofinger, Andrea Quattrocchi, Fernando Abadie, Clotilde Cabral",
JGM (JanaGanaMana),2023-08-03,112,"Action, Drama",,Plot under wraps.,Puri Jagannadh,"Vijay Deverakonda, Pooja Hegde, Janhvi Kapoor, Nayan Rosh T M",
Sisters,2023-08-03,100,"Crime, Drama, Thriller",,"After losing their mothers at a young age, Diamond and her closest cousins, Tia and Tara, known as ""Sisters"", are willing to do anything to keep their grandmother from dying of cancer and save their family.",Jahmar Hill,"Christine Lakin, K.D. Aubert, Columbus Short, Cocoa Brown",
Suzzanna: Malam Jumat Kliwon,2023-08-03,,Horror,,"Suzzanna was bewitched on a Kliwon Friday night. She came back for revenge, in the form of Sundel Bolong.",Guntur Soeharjanto,"Luna Maya, Achmad Megantara, Tyo Pakusadewo, Sally Marcellina",
O Mistério do Colar de São Cajó,2023-08-03,112,"Comedy, Mystery",,"Follows a band named Jesus Quisto. Even though it has never existed in reality, it has two EPs available on streaming platforms and sold out in Lisbon twice.",Manuel Pureza,"Madalena Almeida, Gabriela Barros, Sofia Sá da Bandeira, Diogo Amaral",
Cuando Duerme Conmigo,2023-08-03,,Drama,,,Eduardo Román,"Ana Claudia Talancón, Erick Elias",
Animal,2023-08-03,116,Drama,,A group of performers spend an increasingly wild summer working at the Hotel Mirage.,Sofia Exarchou,"Dimitra Vlagopoulou, Flomaria Papadaki, Ahilleas Hariskos, Chronis Barbarian",
Only You,2023-08-03,,Romance,,"Elisabeth meets the love of her life on her bachelorette night, and the weekend they spend together is the beginning of the end.",Jonathan Elbers,"Claire Bender, Egbert Jan Weeber, Jennifer Welts, Andre Dongelmans",
La Voie Royale,2023-08-03,,,,,Frédéric Mermoud,"Maud Wyler, Marie Colomb, Suzanne Jouannet, Cyril Metzger",
Cosmic Chaos,2023-08-03,,"Scifi, Thriller",,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.","Federico Haller, Mark Lediard, Nguyen-Anh Nguyen, Blake Simon, Ivan Stepanov, Gavin Williams","Caroline Dhavernas, Jeananne Goossen, Samantha Neale, Curtis Bechdholt",
Baba Yaga spasyot mir,2023-08-03,,"Adventure, Comedy, Family",,"Our days. Curious schoolboy Senka finds himself in a fairy-tale forest, hidden from human eyes by the spell of Yaga. To cast the spell again, Yaga goes to a modern city in search of a ...",Karen Zaharov,"Lyudmila Artemeva, Yan Tsapnik, Polina Bakhtigozina, Marat Basharov",
Fragmentada,2023-08-03,,"Crime, Drama, Mystery",,A policewoman returns with her young daughter to her hometown to care for her dying mother. The murder of a young girl will keep her there longer than expected. She will try to solve a case that no one seems to care about.,Facundo Escudero Salinas,"Jazmín Stuart, Marcos Woinsky, César Bordón, Beatriz Spelzini",
